title,UPC,star_rating,price,in_stock,stock_count,link
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,96a38e7c813d8f1d,1,41.25,True,15,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,efc3768127714ec3,3,32.0,True,15,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
The Artist's Way: A Spiritual Path to Higher Creativity,dd047728de72ad62,5,38.49,True,15,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
The Art of War,e7469e22b5bfb3e7,5,33.34,True,15,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html
The Argonauts,c99761a700ade23f,2,10.93,True,15,https://books.toscrape.com/catalogue/the-argonauts_837/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,56e4f9eab2e8e674,3,27.55,True,15,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
Suddenly in Love (Lake Haven #1),203b7f94b7d6115f,2,55.99,True,15,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html
Something More Than This,ca71e72655bece85,4,16.24,True,15,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html
Soft Apocalypse,2a70769cdc6eb8b8,2,26.12,True,15,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
So You've Been Publicly Shamed,1b33663ad7b95fd8,2,12.23,True,15,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
Shoe Dog: A Memoir by the Creator of NIKE,0e0dcc3339602b28,2,23.99,True,15,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
"Shobu Samurai, Project Aryoku (#3)",0c27e6c3744fc14b,3,29.06,True,15,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
Secrets and Lace (Fatal Hearts #1),ad04ad9fc179fc5d,1,20.27,True,15,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
Scarlett Epstein Hates It Here,1c929cfd16b71907,5,43.55,True,15,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
Romero and Juliet: A Tragic Tale of Love and Zombies,e656e280bc8edd56,1,36.94,True,15,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
Redeeming Love,b53db2271c9624f7,5,20.47,True,15,https://books.toscrape.com/catalogue/redeeming-love_826/index.html
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,d9c643fa1fc57bdb,1,41.06,True,15,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
Poems That Make Grown Women Cry,31001a1210623bd4,4,14.19,True,15,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
"Nightingale, Sing",50b8f80311b31ede,1,38.28,True,15,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
Night Sky with Exit Wounds,cfeb1e1e0e695b58,1,41.05,True,15,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
Mrs. Houdini,a40723994f715420,5,30.25,True,15,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html
Modern Romance,caf4fe9311f1dc59,5,28.26,True,15,https://books.toscrape.com/catalogue/modern-romance_820/index.html
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),af96613fdd793a3c,1,10.76,True,15,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84,2,16.85,True,15,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
Little Red,4aa03792b50f0b22,3,13.47,True,15,https://books.toscrape.com/catalogue/little-red_817/index.html
Library of Souls (Miss Peregrine’s Peculiar Children #3),ba54932df84e8cea,5,48.56,True,15,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
Large Print Heart of the Pride,c1afd71fc86bf682,2,19.15,True,15,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,fd8585283fc7d2d7,4,57.36,True,15,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
Hollow City (Miss Peregrine’s Peculiar Children #2),4ce91d31c1e57c33,1,42.98,True,15,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
Grumbles,d163dd6c352fbcd2,2,22.16,True,15,https://books.toscrape.com/catalogue/grumbles_812/index.html
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,ce60436f52c5ee68,4,49.43,True,15,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html
Frostbite (Vampire Academy #2),116a2fdc9a45bab0,5,29.99,True,15,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
Follow You Home,8585760646e3aa2a,1,21.36,True,15,https://books.toscrape.com/catalogue/follow-you-home_809/index.html
First Steps for New Christians (Print Edition),2f88b08bf0a0e367,1,29.0,True,15,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
Finders Keepers (Bill Hodges Trilogy #2),edb3097e71330040,5,53.53,True,15,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
"Fables, Vol. 1: Legends in Exile (Fables #1)",65d034adf80834b7,4,41.62,True,15,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html
Eureka Trivia 6.0,29c0025455f8c585,4,54.59,True,15,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
Drive: The Surprising Truth About What Motivates Us,6ffb36aaeff1c81e,4,34.95,True,15,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
Done Rubbed Out (Reightman & Bailey #1),f6d967cdadc6fbd9,5,37.72,True,15,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
Doing It Over (Most Likely To #1),3a11bb962ff45b78,3,35.61,True,15,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",46c1530d7546ea6d,3,42.16,True,15,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
Dark Notes,88c21fcd38e2486e,5,19.19,True,15,https://books.toscrape.com/catalogue/dark-notes_800/index.html
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",3b9a3b4624b7fd6d,3,19.43,True,15,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
Close to You,a57b1dcbd6849222,4,49.46,True,15,https://books.toscrape.com/catalogue/close-to-you_798/index.html
Chasing Heaven: What Dying Taught Me About Living,513271dadc1322ae,2,37.8,True,15,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
Big Magic: Creative Living Beyond Fear,1f329c2e7d7de8bd,3,30.8,True,15,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
Becoming Wise: An Inquiry into the Mystery and Art of Living,919e7cb2269a25d2,2,27.43,True,15,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
Beauty Restored (Riley Family Legacy Novellas #3),3f69e667a67e54d9,2,11.11,True,15,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
Batman: The Long Halloween (Batman),7edc0527cf782e19,2,36.5,True,15,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html
Batman: The Dark Knight Returns (Batman),47271d8e08b5d31c,5,15.38,True,15,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html
Ayumi's Violin,05f7c6d9a4e582d3,2,15.48,True,15,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
Anonymous,d24b829be2ca81c4,4,46.82,True,15,https://books.toscrape.com/catalogue/anonymous_790/index.html
Amy Meets the Saints and Sages,7ebfa6c1bee69e1e,3,18.46,True,15,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
Amid the Chaos,bb8245f52c7cce8f,1,36.58,True,15,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
Amatus,ffd54178acc9a6a5,5,50.54,True,15,https://books.toscrape.com/catalogue/amatus_787/index.html
Agnostic: A Spirited Manifesto,d195e7f4ed697350,5,12.51,True,15,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
Zealot: The Life and Times of Jesus of Nazareth,dd5bfa6cc2c0ecc3,3,24.7,True,14,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
You (You #1),024387ca4cafd5cc,5,43.61,True,14,https://books.toscrape.com/catalogue/you-you-1_784/index.html
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",047097293bb4d1c0,4,37.34,True,14,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html
Wild Swans,3fb15ace50d6142b,2,14.36,True,14,https://books.toscrape.com/catalogue/wild-swans_782/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,2b5054a4192e9b06,4,52.65,True,14,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,44a10f1ac8ce822e,4,38.2,True,14,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
What's It Like in Space?: Stories from Astronauts Who've Been There,6fd646a334e6e133,2,19.6,True,14,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",92275cedf6d8ee15,1,53.9,True,14,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html
Walt Disney's Alice in Wonderland,6a31307a81e8f3a8,5,12.96,True,14,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
V for Vendetta (V for Vendetta Complete),4a1debca3135ff37,4,37.1,True,14,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
Until Friday Night (The Field Party #1),aba2db9afb1469c7,2,46.31,True,14,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",76c84daa539426e2,2,45.95,True,14,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
Twenty Yawns,1d6443ffba9dfd80,2,22.08,True,14,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
Through the Woods,6e44bcbeac7f4360,2,25.38,True,14,https://books.toscrape.com/catalogue/through-the-woods_772/index.html
This Is Where It Ends,f0f38174a7e689a3,2,27.12,True,14,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
The Year of Magical Thinking,34c0d7c4ee5650af,2,43.04,True,14,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
The Wright Brothers,08b2f71d93836313,4,56.8,True,14,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
The White Queen (The Cousins' War #1),6875c5657661b2fb,5,25.91,True,14,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
The Wedding Pact (The O'Malleys #2),c5cb9f885d8b3621,3,32.61,True,14,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
The Time Keeper,e9906e2f0d189745,5,27.88,True,14,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
The Testament of Mary,081305e6df719dff,4,52.67,True,14,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
The Star-Touched Queen,1528279aec1f3dce,5,46.02,True,14,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Songs of the Gods,00c4543ec6bd25b4,5,44.48,True,14,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
The Song of Achilles,e88fb1c9397cfb27,5,37.4,True,14,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Rosie Project (Don Tillman #1),012094e90a4b908d,1,54.04,True,14,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
The Power of Habit: Why We Do What We Do in Life and Business,6bdd909329435e80,3,16.88,True,14,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
The Marriage of Opposites,52cf2a5933ec5d8f,4,28.08,True,14,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,4e812d32d64e2431,1,10.4,True,14,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Long Haul (Diary of a Wimpy Kid #9),f21effc079a2b38a,1,44.07,True,14,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
The Loney,2d88a31f325dfd3b,1,23.4,True,14,https://books.toscrape.com/catalogue/the-loney_756/index.html
The Literature Book (Big Ideas Simply Explained),4881cc53f6c8892f,3,17.43,True,14,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
The Last Mile (Amos Decker #2),3bc89353f7e3a3cc,2,54.21,True,14,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
The Immortal Life of Henrietta Lacks,f72f61ad6a5f12ed,2,40.67,True,14,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Hidden Oracle (The Trials of Apollo #1),992974ba6a0536ea,2,52.26,True,14,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,ddc8340dabc8641b,3,28.77,True,14,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
The Guilty (Will Robie #4),847935fc68707426,2,13.82,True,14,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The First Hostage (J.B. Collins #2),a86972014275e072,3,25.85,True,14,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
The Dovekeepers,3d76bc83c6b644c9,1,48.78,True,14,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
The Darkest Lie,6edacfd1f8ebb9eb,5,35.35,True,14,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
The Bane Chronicles (The Bane Chronicles #1-11),dc6f688b82e42a5b,4,44.73,True,14,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,923831a05c9f91f7,1,15.77,True,14,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
The 14th Colony (Cotton Malone #11),1b8187fa4bf6ab05,1,39.24,True,14,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
That Darkness (Gardiner and Renner #1),0c7b9cf2b7662b65,1,13.92,True,14,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
Tastes Like Fear (DI Marnie Rome #3),2d1e337aaf341858,1,10.69,True,14,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
Take Me with You,2c04320e110a14a3,3,45.21,True,14,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
Swell: A Year of Waves,4c8b7540409da4ac,1,45.58,True,14,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),ac8e3949d284e9a9,5,11.89,True,14,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
Still Life with Bread Crumbs,fe44cc816576c652,3,26.41,True,14,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
Steve Jobs,95019eac1c0a052f,5,39.5,True,14,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,3edcccc4f341fb1a,4,44.74,True,14,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
Someone Like You (The Harrisons #2),a278db6b2b09cf9f,5,52.79,True,14,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",394f6d30cafc3edb,4,35.43,True,14,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
Shtum,830fb3967c74866d,4,55.84,True,14,https://books.toscrape.com/catalogue/shtum_733/index.html
See America: A Celebration of Our National Parks & Treasured Sites,f9705c362f070608,3,48.87,True,14,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
salt.,86cbddb61ea78bb7,4,46.78,True,14,https://books.toscrape.com/catalogue/salt_731/index.html
Robin War,85b2176b3b194030,3,47.82,True,14,https://books.toscrape.com/catalogue/robin-war_730/index.html
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",31e2e2d9cca3778f,2,25.48,True,14,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
Rain Fish,a6454e329f872b78,3,23.57,True,14,https://books.toscrape.com/catalogue/rain-fish_728/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",aa35446aab16017f,5,50.89,True,14,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
Pet Sematary,af58a74e4b2a23a0,3,10.56,True,14,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",8ecf0356a3878811,3,52.15,True,14,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
Once Was a Time,e34efcc824685332,2,18.28,True,14,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
Old School (Diary of a Wimpy Kid #10),02b74068fa98d8a4,5,11.83,True,14,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,132ec5e8c984adef,2,21.95,True,14,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",71e36f33981ddb74,2,38.39,True,14,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
My Name Is Lucy Barton,727bf2b86b19ad88,1,41.56,True,14,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
My Mrs. Brown,cc82685d9f49bc2c,3,24.48,True,14,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
My Kind of Crazy,137b0b2775701e11,1,40.36,True,14,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
Mr. Mercedes (Bill Hodges Trilogy #1),caa2e5b3fb1b2d4c,1,28.9,True,14,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
More Than Music (Chasing the Dream #1),47d47155e89c8be7,2,37.61,True,14,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Made to Stick: Why Some Ideas Survive and Others Die,b96fc7a0ea7d4b45,5,38.85,True,14,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Luis Paints the World,5b43cae640f2338a,3,53.95,True,14,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
Luckiest Girl Alive,d512871626a5e588,3,49.83,True,14,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
Lowriders to the Center of the Earth (Lowriders in Space #2),a10c7515834240f3,2,51.51,True,14,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
Love Is a Mix Tape (Music #1),adb5f51c2e2ab13f,1,18.03,True,14,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Looking for Lovely: Collecting the Moments that Matter,24af96df0bafb925,5,29.14,True,14,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",17fb5a88180f9904,4,46.91,True,14,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
Let It Out: A Journey Through Journaling,1174156c4a0eccaa,5,26.79,True,14,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
Lady Midnight (The Dark Artifices #1),708345c9897fd7c5,5,16.28,True,14,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",245e6bf08b8d2955,1,19.55,True,14,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Island of Dragons (Unwanteds #7),2b52334fab158861,1,29.65,True,14,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,b8a8ff84233f0570,4,25.98,True,14,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
I Am Pilgrim (Pilgrim #1),aeff7b87a8e83ebb,4,10.6,True,14,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",fbb21a2f71f4d981,5,14.75,True,14,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
"Hush, Hush (Hush, Hush #1)",6b6cd77fbc91b7a6,3,47.02,True,14,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
Hold Your Breath (Search and Rescue #1),0b165bd4b9f42fd5,1,28.82,True,14,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
Hamilton: The Revolution,afa829857f82f99e,3,58.79,True,14,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
Greek Mythic History,f201f263d8c23f97,5,10.23,True,14,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
God: The Most Unpleasant Character in All Fiction,eec424a84c9e4c68,5,30.03,True,14,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
Glory over Everything: Beyond The Kitchen House,de4b403cb629a29f,3,45.84,True,14,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
Feathers: Displays of Brilliant Plumage,9194ae88379dbf1a,3,49.05,True,14,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",ac4dde0d1be05de0,4,15.06,True,14,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
Every Last Word,a2bd4ca82d908442,3,46.47,True,14,https://books.toscrape.com/catalogue/every-last-word_693/index.html
Eligible (The Austen Project #4),9eaf58b03a2779cc,3,27.09,True,14,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
El Deafo,27c5968fe43cc06e,5,57.62,True,14,https://books.toscrape.com/catalogue/el-deafo_691/index.html
Eight Hundred Grapes,1d6dd0c87d90fe92,4,14.39,True,14,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",a01f6d368ef64dc5,5,51.75,True,14,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
"Eat Fat, Get Thin",047dfa57ba0bf638,2,54.07,True,14,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
Don't Get Caught,ad2887ce04583910,1,55.35,True,14,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
Doctor Sleep (The Shining #2),bf5de316a5e9a4ab,2,40.12,True,14,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),3c6fe637a0180b01,5,37.51,True,14,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
Dear Mr. Knightley,94a958ea126cdcd5,5,11.21,True,14,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
Daily Fantasy Sports,0e94a089328be4bc,1,36.58,True,14,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
Crazy Love: Overwhelmed by a Relentless God,4b9d9cfe0f435788,2,47.72,True,14,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Cometh the Hour (The Clifton Chronicles #6),28cf0d1c51b491e5,3,25.01,True,14,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
Code Name Verity (Code Name Verity #1),33a3e0e3ffde0dcd,4,22.13,True,14,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Clockwork Angel (The Infernal Devices #1),42b0c50fc44140ec,1,44.14,True,14,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b,4,56.02,True,14,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
City of Fallen Angels (The Mortal Instruments #4),1e264c677d4ee4ae,4,11.23,True,14,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
City of Bones (The Mortal Instruments #1),5b987e54ee72525c,1,43.28,True,14,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
City of Ashes (The Mortal Instruments #2),8a6ec2761f91dad2,1,47.27,True,14,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
Cell,bfbb54bc8cdeed2b,4,20.29,True,14,https://books.toscrape.com/catalogue/cell_674/index.html
